,source,translation,reference,bleu-score,chrf-score,ter-score,bert-score,bleurt-score,comet-score,id,label,error-type
0,彼得·约瑟夫·威利汉于 1993 年在阿伦敦开第二家餐厅时，他将餐厅改名为 P. J. Whelihan's 以纪念他的祖父普拉策。,"In 1993, when Peter Joseph Whelihan opened his second restaurant in Allentown, he changed the name to P. J. Whelihan's in honor of his grandfather, Platzer.","When Peter Joseph Whelihan opened his second restaurant in Allentown in 1993, he changed the name to P. J. Whelihan's to honor his grandfather, Platzer.",69.01319465034662,89.39975573666908,16.0,0.982964277267456,0.8664703965187073,0.9385313391685486,2696,correct,undertranslation
1,彼得·约瑟夫·威利汉于 1993 年在阿伦敦开第二家餐厅时，他将餐厅改名为 P. J. Whelihan's 以纪念他的祖父普拉策。,"When Peter Joseph Whelihan opened his second building in Allentown in 1993, he changed the name to P. J. Whelihan 's to honor his grandfather, Platzer.","When Peter Joseph Whelihan opened his second restaurant in Allentown in 1993, he changed the name to P. J. Whelihan's to honor his grandfather, Platzer.",78.89669955982023,90.56852549136347,12.0,0.987971007823944,0.8435326218605042,0.8888748288154602,2696,incorrect,undertranslation
2,该市许多有权有势、极具影响力的马尔杜克人，纷纷派信使前来，递上邀请王子赴宴的请帖，打断了会议的进程。,The meeting is interrupted by the arrival of various messengers from various powerful or influential Mardukans in the city with many invitations for dinner for the Prince.,The meeting is interrupted by the arrival of various messengers from various powerful or influential Mardukans in the city with many dinner invitations for the Prince.,85.1683409367816,95.6100367473898,7.6923076923076925,0.9926286935806274,0.8895122408866882,0.8870231509208679,2697,correct,undertranslation
3,该市许多有权有势、极具影响力的马尔杜克人，纷纷派信使前来，递上邀请王子赴宴的请帖，打断了会议的进程。,The gathering is interrupted by the arrival of various messengers from various powerful or influential Mardukans in the city with many dinner invitations for the Prince.,The meeting is interrupted by the arrival of various messengers from various powerful or influential Mardukans in the city with many dinner invitations for the Prince.,93.04899483313594,95.64937181813715,3.8461538461538463,0.9906339645385742,0.8832449316978455,0.871571958065033,2697,incorrect,undertranslation
4,它是夏威夷流行的地方病，在那里它已被限制在夏威夷岛，并且已经从考艾岛和毛伊岛根除。,"It is endemic to Hawaii, where it is now limited to the island of Hawaii and has been exterminated by Kauai and Maui.","It is endemic to Hawaii, where it is now limited to the island of Hawaii and has been extirpated from Kauai and Maui.",84.66657105524214,87.66588659432564,8.695652173913043,0.9744902849197388,0.8023355007171631,0.8676076531410217,2698,correct,undertranslation
5,它是夏威夷流行的地方病，在那里它已被限制在夏威夷岛，并且已经从考艾岛和毛伊岛根除。,"It is endemic to Hawaii, where it is now limited to the land of Hawaii and has been extirpated from Kauai and Maui.","It is endemic to Hawaii, where it is now limited to the island of Hawaii and has been extirpated from Kauai and Maui.",88.95260356363632,95.51238257324842,4.3478260869565215,0.992554783821106,0.8745805621147156,0.913765788078308,2698,incorrect,undertranslation
6,菌盖颜色从棕色到黄色各不相同，成熟时菌盖通常有棕色斑点。,"The cap color varies from brown to yellow, often with a brown spot on the cap at ripeness.","The cap color varies from brown to yellow, often with a brown spot on the cap at maturity.",90.36020036098444,88.1429565388349,5.555555555555555,0.9883972406387328,0.8544235229492188,0.9220314621925354,2699,correct,undertranslation
7,菌盖颜色从棕色到黄色各不相同，成熟时菌盖通常有棕色斑点。,"The cap visual property varies from brown to yellow, often with a brown spot on the cap at maturity.","The cap color varies from brown to yellow, often with a brown spot on the cap at maturity.",82.89657839357884,87.74245764313629,11.11111111111111,0.9747574925422668,0.821229875087738,0.9027177691459656,2699,incorrect,undertranslation
8,在竞选活动中，他两次击败麦凯恩，一次在图森，另一次在弗拉格斯塔夫。,"During his campaign, he debated McCain twice, once in the flagstaff, and once in Tucson.","During his election campaign, he twice debated McCain, once in Tucson, and once in Flagstaff.",30.91761457692589,69.64092153237111,46.66666666666666,0.9593429565429688,0.7721280455589294,0.8514742851257324,2700,correct,undertranslation
9,在竞选活动中，他两次击败麦凯恩，一次在图森，另一次在弗拉格斯塔夫。,"During his vote campaign, he twice debated McCain, once in Tucson, and once in Flagstaff.","During his election campaign, he twice debated McCain, once in Tucson, and once in Flagstaff.",86.63975517813623,87.98408817445743,6.666666666666667,0.9894288182258606,0.8086699843406677,0.9139925837516784,2700,incorrect,undertranslation
