,source,translation,reference,bleu-score,chrf-score,ter-score,bert-score,bleurt-score,comet-score,id,label,error-type
0,Some members of the crew were killed in Golden Bay and there was no local contact with other Māori.,Certains membres de l'équipage ont été tués à Golden Bay et il n'y a eu aucun contact local avec d'autres Maoris.,Quelques membres de l'équipe ont été tués à Golden Bay et il n'y avait pas de contact local avec d'autre Maori.,46.08662469973653,74.24645859216807,33.33333333333333,0.9717952609062196,0.796505331993103,0.8865885138511658,1604,correct,other
1,Some members of the crew were killed in Golden Bay and there was no local contact with other Māori.,Certains de l'équipage ont été tués à Golden Bay et il n'y a eu aucun autre contact avec les Maori locaux.,Quelques membres de l'équipe ont été tués à Golden Bay et il n'y avait pas de contact local avec d'autre Maori.,40.45856129600099,57.21575373613408,52.38095238095239,0.9591854214668274,0.7436153888702393,0.8553165793418884,1604,incorrect,other
2,"Air transportation is provided locally by smaller aircraft in East Taunton, Berkley, and the regional airport in New Bedford.","Le transport aérien est assuré localement par de petits aéronefs à East Taunton, Berkley et l'aéroport régional de New Bedford.","Le transport aérien est assuré localement par de petits avions à East Taunton, Berkley, et à l'aéroport régional de New Bedford.",68.30610551425968,88.55087153200132,14.285714285714285,0.9766106605529784,0.8542539477348328,0.9305086731910706,1605,correct,other
3,"Air transportation is provided locally by smaller aircraft in East Taunton, Berkley, and the regional airport in New Bedford.","Le transport aérien est fourni localement par un petit avion à New Bedfort, Berkley, et l'aéroport régional d'East Taunton.","Le transport aérien est assuré localement par de petits avions à East Taunton, Berkley, et à l'aéroport régional de New Bedford.",25.2340686119139,70.33041626042497,47.61904761904761,0.9640884399414062,0.7282622456550598,0.8939134478569031,1605,incorrect,other
4,"Among them are Sylvia Rexach, a composer of boleros, Marie Teresa Rios, an author, and Julita Ross, a singer.","Parmi eux, Sylvia Rexach, une compositrice de boléros, Marie Teresa Rios, une auteure, et Julita Ross, une chanteuse.","Parmi elles se trouvent Sylvia Rexach, compositrice de boléros, Marie Teresa Rios, auteure, et Julita Ross, chanteuse.",54.30321466633392,76.87994981347417,35.294117647058826,0.97427099943161,0.8570364117622375,0.9103519916534424,1606,correct,other
5,"Among them are Sylvia Rexach, a composer of boleros, Marie Teresa Rios, an author, and Julita Ross, a singer.","Parmi eux, Marie Teresa Rios, compositrice de boléros, Julita Ross, auteure, et Sylvia Rexach, chanteuse.","Parmi elles se trouvent Sylvia Rexach, compositrice de boléros, Marie Teresa Rios, auteure, et Julita Ross, chanteuse.",54.59003218081486,78.29042823656498,35.294117647058826,0.9703904986381532,0.8710275888442993,0.9268953204154968,1606,incorrect,other
6,"The kit consisted of a green jersey with a blue collar, blue shorts and white socks.","Le kit était composé d'un jersey vert avec un col bleu, short bleu et chaussettes blanches.","Le kit comprenait un maillot vert à col bleu, un short bleu et des chaussettes blanches.",20.763472919937097,58.64576009931682,43.75,0.9475807547569276,0.7949788570404053,0.9085965752601624,1607,correct,other
7,"The kit consisted of a green jersey with a blue collar, blue shorts and white socks.","Le maillot était composé d'un maillot vert à col bleu, un short bleu et des chaussettes blanches.","Le kit comprenait un maillot vert à col bleu, un short bleu et des chaussettes blanches.",72.52761279126531,83.56404819812646,25.0,0.9646234512329102,0.7982911467552185,0.8731846809387207,1607,incorrect,other
8,It was Easipower that said:,C'est Easipower qui a dit :,C'était Easipower qui a dit :,75.98356856515926,75.43451966057076,16.666666666666664,0.954391598701477,0.909706175327301,0.9101977348327636,1608,correct,other
9,It was Easipower that said:,"On dit qu'Easipower était,",C'était Easipower qui a dit :,8.745825313180632,48.387256619945546,100.0,0.9100255370140076,0.4382314085960388,0.6473453044891357,1608,incorrect,other
